@RELATION offres_emploi_maroc

@ATTRIBUTE desc_length NUMERIC
@ATTRIBUTE word_count NUMERIC
@ATTRIBUTE is_remote {0,1}
@ATTRIBUTE has_education {0,1}
@ATTRIBUTE has_experience {0,1}
@ATTRIBUTE location {casablanca,rabat,marrakech,tanger,agadir,fes,mohammedia,sale,kenitra,autre}
@ATTRIBUTE category {IT_DEVELOPPEMENT,JURIDIQUE_DROIT,SANTE_MEDICAL,ENERGIE_ENVIRONNEMENT,TELECOM_RESEAUX,BATIMENT_CONSTRUCTION,ADMIN_SYSTEME_CLOUD,EDUCATION_FORMATION,COMMERCIAL_VENTE,MARKETING_COM,RESSOURCES_HUMAINES,COMPTABILITE_FINANCE,LOGISTIQUE_TRANSPORT,PRODUCTION_INDUSTRIE,ADMINISTRATIF_SUPPORT,MANAGEMENT_DIRECTION,DATA_IA,INGENIERIE,SPECIAL_AUTRES,AUTRE_SECTEUR}

@DATA
310,45,0,1,0,rabat,SPECIAL_AUTRES
327,46,0,1,0,autre,MANAGEMENT_DIRECTION
364,53,0,1,0,autre,SPECIAL_AUTRES
423,58,0,1,0,autre,SPECIAL_AUTRES
430,59,0,1,0,autre,SPECIAL_AUTRES
409,54,0,1,0,casablanca,SPECIAL_AUTRES
481,72,0,1,1,fes,SPECIAL_AUTRES
372,51,0,0,0,rabat,IT_DEVELOPPEMENT
392,56,0,1,0,rabat,SPECIAL_AUTRES
429,58,0,1,0,casablanca,MANAGEMENT_DIRECTION
392,56,0,0,0,rabat,SPECIAL_AUTRES
385,48,0,1,1,rabat,SPECIAL_AUTRES
538,71,0,1,0,rabat,SPECIAL_AUTRES
503,72,0,1,0,rabat,SPECIAL_AUTRES
370,51,0,1,0,rabat,SPECIAL_AUTRES
263,36,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
419,55,0,1,1,casablanca,DATA_IA
437,60,0,1,1,autre,PRODUCTION_INDUSTRIE
381,51,0,1,0,casablanca,SPECIAL_AUTRES
399,62,0,0,0,marrakech,MANAGEMENT_DIRECTION
410,56,0,1,0,autre,DATA_IA
344,45,0,1,0,autre,COMMERCIAL_VENTE
325,46,0,1,0,autre,MANAGEMENT_DIRECTION
259,38,0,1,0,autre,DATA_IA
359,44,0,1,0,casablanca,IT_DEVELOPPEMENT
378,51,0,0,0,rabat,MANAGEMENT_DIRECTION
381,61,0,1,0,rabat,SPECIAL_AUTRES
376,54,0,1,0,casablanca,MANAGEMENT_DIRECTION
392,54,0,1,0,casablanca,MANAGEMENT_DIRECTION
402,51,0,1,0,casablanca,COMMERCIAL_VENTE
355,46,0,1,0,casablanca,IT_DEVELOPPEMENT
353,50,0,1,0,autre,SPECIAL_AUTRES
415,60,0,0,0,casablanca,SPECIAL_AUTRES
474,67,0,1,0,casablanca,MANAGEMENT_DIRECTION
392,54,0,0,0,rabat,COMPTABILITE_FINANCE
338,54,0,1,0,casablanca,DATA_IA
325,48,0,1,0,autre,MARKETING_COM
343,45,0,1,0,casablanca,DATA_IA
375,56,0,1,1,marrakech,DATA_IA
386,59,0,1,0,casablanca,INGENIERIE
465,62,0,1,0,kenitra,SPECIAL_AUTRES
351,53,0,1,0,autre,COMMERCIAL_VENTE
429,63,0,0,0,casablanca,MANAGEMENT_DIRECTION
434,58,0,1,0,casablanca,INGENIERIE
360,50,0,0,0,tanger,SPECIAL_AUTRES
406,61,0,1,1,agadir,SPECIAL_AUTRES
431,59,0,0,1,agadir,COMPTABILITE_FINANCE
410,56,0,1,0,casablanca,INGENIERIE
487,73,0,1,0,casablanca,RESSOURCES_HUMAINES
353,49,0,1,1,autre,INGENIERIE
397,55,0,1,1,casablanca,PRODUCTION_INDUSTRIE
317,45,0,1,0,fes,COMMERCIAL_VENTE
387,56,0,1,1,fes,COMMERCIAL_VENTE
512,68,0,0,0,tanger,SPECIAL_AUTRES
293,39,0,1,0,casablanca,COMPTABILITE_FINANCE
469,64,0,1,1,casablanca,SPECIAL_AUTRES
519,74,0,0,0,casablanca,RESSOURCES_HUMAINES
509,71,0,1,0,casablanca,SPECIAL_AUTRES
335,47,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
350,51,0,1,0,agadir,SPECIAL_AUTRES
368,52,0,1,0,casablanca,COMPTABILITE_FINANCE
346,47,0,1,0,tanger,MANAGEMENT_DIRECTION
367,51,0,1,1,agadir,COMPTABILITE_FINANCE
430,56,0,1,1,tanger,COMPTABILITE_FINANCE
366,54,0,1,0,rabat,SPECIAL_AUTRES
384,53,0,1,0,casablanca,SPECIAL_AUTRES
333,44,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
517,64,0,1,1,casablanca,COMMERCIAL_VENTE
402,54,0,1,0,rabat,MARKETING_COM
386,52,0,0,0,autre,PRODUCTION_INDUSTRIE
397,56,0,1,0,autre,COMMERCIAL_VENTE
317,40,0,1,0,casablanca,COMMERCIAL_VENTE
376,51,0,1,0,autre,COMMERCIAL_VENTE
469,73,0,0,1,casablanca,MANAGEMENT_DIRECTION
366,55,0,0,0,casablanca,DATA_IA
463,59,0,1,0,autre,DATA_IA
464,64,0,1,0,rabat,SPECIAL_AUTRES
372,49,0,1,1,autre,PRODUCTION_INDUSTRIE
377,56,0,0,0,marrakech,DATA_IA
436,59,0,1,1,casablanca,COMPTABILITE_FINANCE
326,45,0,0,0,autre,MANAGEMENT_DIRECTION
332,47,0,1,0,casablanca,PRODUCTION_INDUSTRIE
341,43,0,0,0,autre,SPECIAL_AUTRES
359,50,0,1,1,casablanca,ADMINISTRATIF_SUPPORT
394,52,0,1,1,autre,SPECIAL_AUTRES
532,67,0,1,0,autre,SPECIAL_AUTRES
400,52,0,1,1,rabat,SPECIAL_AUTRES
404,55,0,1,0,fes,IT_DEVELOPPEMENT
421,60,0,0,1,rabat,DATA_IA
434,62,0,1,0,autre,MANAGEMENT_DIRECTION
425,62,0,1,1,autre,COMMERCIAL_VENTE
350,43,0,1,0,autre,COMMERCIAL_VENTE
367,48,0,1,0,casablanca,DATA_IA
374,55,0,1,0,autre,DATA_IA
400,51,0,1,0,autre,ADMINISTRATIF_SUPPORT
373,52,0,0,0,marrakech,MANAGEMENT_DIRECTION
507,75,0,1,0,autre,COMMERCIAL_VENTE
463,62,0,0,1,autre,MANAGEMENT_DIRECTION
372,54,0,0,1,casablanca,SPECIAL_AUTRES
328,42,0,0,0,autre,SPECIAL_AUTRES
1051,151,0,0,1,casablanca,LOGISTIQUE_TRANSPORT
1031,146,0,1,0,casablanca,PRODUCTION_INDUSTRIE
